1541766476,1.000000,0.200000
1541766477,13.700000,0.200000
1541766478,20.000000,0.200000
1541766479,24.500000,0.200000
1541766480,27.700000,0.200000
1541766481,30.000000,0.200000
1541766482,31.800000,0.200000
1541766483,33.300000,0.200000
1541766484,34.500000,0.200000
1541766485,35.500000,0.200000
1541766486,36.300000,0.200000
1541766487,37.000000,0.200000
1541766488,37.600000,0.200000
1541766489,38.100000,0.200000
1541766490,38.500000,0.200000
1541766491,39.000000,0.200000
1541766492,39.300000,0.200000
1541766493,39.700000,0.200000
1541766494,40.000000,0.200000
1541766495,40.300000,0.200000
1541766496,40.600000,0.200000
1541766497,40.800000,0.200000
1541766498,41.000000,0.200000
1541766499,41.200000,0.200000
1541766500,41.400000,0.200000
1541766501,41.500000,0.200000
1541766502,41.600000,0.200000
1541766503,41.700000,0.200000
1541766504,40.500000,0.200000
1541766505,40.700000,0.200000
1541766506,40.900000,0.200000
1541766507,41.000000,0.200000
1541766508,41.200000,0.200000
1541766509,41.300000,0.200000
1541766510,41.500000,0.200000
1541766511,41.600000,0.200000
1541766512,41.700000,0.200000
1541766513,41.800000,0.200000
1541766514,41.900000,0.200000
1541766515,42.000000,0.200000
1541766516,42.100000,0.200000
1541766517,42.200000,0.200000
1541766518,42.300000,0.200000
1541766519,42.300000,0.200000
1541766520,42.400000,0.200000
1541766521,42.500000,0.200000
1541766522,42.500000,0.200000
1541766523,42.600000,0.200000
1541766524,42.600000,0.200000
1541766525,42.700000,0.200000
1541766526,42.700000,0.200000
1541766527,42.800000,0.200000
1541766528,42.800000,0.200000
1541766529,42.900000,0.200000
1541766530,43.000000,0.200000
1541766531,43.000000,0.200000
1541766532,43.100000,0.200000
1541766533,43.100000,0.200000
1541766534,43.200000,0.200000
1541766535,43.200000,0.200000
1541766536,43.200000,0.200000
1541766537,43.300000,0.200000
1541766538,43.300000,0.200000
1541766539,43.400000,0.200000
1541766540,43.400000,0.200000
1541766541,43.500000,0.200000
1541766542,43.500000,0.200000
1541766543,43.500000,0.200000
1541766544,43.600000,0.200000
1541766545,43.600000,0.200000
1541766546,43.700000,0.200000
1541766547,43.700000,0.200000
1541766548,43.700000,0.200000
1541766549,43.700000,0.200000
1541766550,43.800000,0.200000
1541766551,43.800000,0.200000
1541766552,43.800000,0.200000
1541766554,43.900000,0.200000
1541766555,43.900000,0.200000
1541766556,43.900000,0.200000
1541766557,44.000000,0.200000
1541766558,44.000000,0.200000
1541766559,44.000000,0.200000
1541766560,44.100000,0.200000
1541766561,44.100000,0.200000
1541766562,44.100000,0.200000
1541766563,44.100000,0.200000
1541766564,44.100000,0.200000
1541766565,44.200000,0.200000
1541766566,44.200000,0.200000
1541766567,44.300000,0.200000
