20181109152925.158,10.0.4.12,5001,10.0.2.6,32906,3,25.0-26.0,607110,4856880,0.299,32,445,7.191,0,159.733,1.592,167.767,26.445
20181109152926.164,10.0.4.12,5001,10.0.2.6,32906,3,26.0-27.0,607110,4856880,0.377,33,446,7.399,0,159.989,1.592,167.790,25.984
20181109152927.159,10.0.4.12,5001,10.0.2.6,32906,3,27.0-28.0,608580,4868640,0.311,32,446,7.175,0,160.228,1.592,167.806,25.545
20181109152928.165,10.0.4.12,5001,10.0.2.6,32906,3,28.0-29.0,607110,4856880,0.381,33,446,7.399,0,160.450,1.592,167.807,25.129
20181109152929.161,10.0.4.12,5001,10.0.2.6,32906,3,29.0-30.0,607110,4856880,0.317,32,445,7.191,0,160.656,1.592,167.807,24.732
20181109152930.166,10.0.4.12,5001,10.0.2.6,32906,3,30.0-31.0,608580,4868640,0.379,33,447,7.383,0,160.850,1.592,167.829,24.352
20181109152931.162,10.0.4.12,5001,10.0.2.6,32906,3,31.0-32.0,607110,4856880,0.331,32,445,7.191,0,161.032,1.592,167.829,23.990
20181109152932.168,10.0.4.12,5001,10.0.2.6,32906,3,32.0-33.0,608580,4868640,0.273,32,446,7.175,0,161.203,1.592,167.829,23.643
20181109152933.164,10.0.4.12,5001,10.0.2.6,32906,3,33.0-34.0,607110,4856880,0.332,33,446,7.399,0,161.363,1.592,167.829,23.312
20181109152934.159,10.0.4.12,5001,10.0.2.6,32906,3,34.0-35.0,607110,4856880,0.282,32,445,7.191,0,161.514,1.592,167.829,22.994
20181109152935.165,10.0.4.12,5001,10.0.2.6,32906,3,35.0-36.0,608580,4868640,0.334,33,447,7.383,0,161.658,1.592,167.829,22.688
20181109152936.161,10.0.4.12,5001,10.0.2.6,32906,3,36.0-37.0,607110,4856880,0.289,32,445,7.191,0,161.793,1.592,167.829,22.394
20181109152937.166,10.0.4.12,5001,10.0.2.6,32906,3,37.0-38.0,607110,4856880,0.357,33,446,7.399,0,161.921,1.592,167.829,22.112
20181109152938.162,10.0.4.12,5001,10.0.2.6,32906,3,38.0-39.0,608580,4868640,0.295,32,446,7.175,0,162.043,1.592,167.829,21.839
20181109152939.158,10.0.4.12,5001,10.0.2.6,32906,3,39.0-40.0,607110,4856880,0.369,33,446,7.399,0,162.158,1.592,167.829,21.576
20181109152940.163,10.0.4.12,5001,10.0.2.6,32906,3,40.0-41.0,607110,4856880,0.309,32,445,7.191,0,162.267,1.592,167.829,21.323
20181109152941.159,10.0.4.12,5001,10.0.2.6,32906,3,41.0-42.0,608580,4868640,0.362,33,447,7.383,0,162.372,1.592,167.829,21.078
20181109152942.165,10.0.4.12,5001,10.0.2.6,32906,3,42.0-43.0,607110,4856880,0.317,32,445,7.191,0,162.472,1.592,167.829,20.842
20181109152943.161,10.0.4.12,5001,10.0.2.6,32906,3,43.0-44.0,608580,4868640,0.383,33,447,7.383,0,162.567,1.592,167.844,20.613
20181109152944.166,10.0.4.12,5001,10.0.2.6,32906,3,44.0-45.0,607110,4856880,0.321,32,445,7.191,0,162.659,1.592,167.844,20.392
20181109152945.162,10.0.4.12,5001,10.0.2.6,32906,3,45.0-46.0,607110,4856880,0.280,32,445,7.191,0,162.746,1.592,167.852,20.178
20181109152946.168,10.0.4.12,5001,10.0.2.6,32906,3,46.0-47.0,608580,4868640,0.323,33,447,7.383,0,162.829,1.592,167.852,19.970
20181109152947.163,10.0.4.12,5001,10.0.2.6,32906,3,47.0-48.0,607110,4856880,0.276,32,445,7.191,0,162.909,1.592,167.852,19.769
20181109152948.159,10.0.4.12,5001,10.0.2.6,32906,3,48.0-49.0,607110,4856880,0.347,33,446,7.399,0,162.985,1.592,167.852,19.574
20181109152949.165,10.0.4.12,5001,10.0.2.6,32906,3,49.0-50.0,608580,4868640,0.284,32,446,7.175,0,163.059,1.592,167.852,19.384
20181109152950.160,10.0.4.12,5001,10.0.2.6,32906,3,50.0-51.0,607110,4856880,0.348,33,446,7.399,0,163.130,1.592,167.852,19.200
20181109152951.166,10.0.4.12,5001,10.0.2.6,32906,3,51.0-52.0,607110,4856880,0.307,32,445,7.191,0,163.197,1.592,167.852,19.021
20181109152952.162,10.0.4.12,5001,10.0.2.6,32906,3,52.0-53.0,608580,4868640,0.352,33,447,7.383,0,163.263,1.592,167.852,18.846
20181109152953.157,10.0.4.12,5001,10.0.2.6,32906,3,53.0-54.0,607110,4856880,0.302,32,445,7.191,0,163.326,1.592,167.852,18.677
20181109152954.163,10.0.4.12,5001,10.0.2.6,32906,3,54.0-55.0,607110,4856880,0.378,33,446,7.399,0,163.386,1.592,167.852,18.512
20181109152955.158,10.0.4.12,5001,10.0.2.6,32906,3,55.0-56.0,608580,4868640,0.308,32,446,7.175,0,163.445,1.592,167.852,18.351
20181109152956.164,10.0.4.12,5001,10.0.2.6,32906,3,56.0-57.0,607110,4856880,0.392,33,446,7.399,0,163.502,1.592,167.882,18.195
20181109152957.159,10.0.4.12,5001,10.0.2.6,32906,3,57.0-58.0,607110,4856880,0.325,32,445,7.191,0,163.559,1.592,168.002,18.042
20181109152958.165,10.0.4.12,5001,10.0.2.6,32906,3,58.0-59.0,608580,4868640,0.274,32,446,7.175,0,163.615,1.592,168.034,17.894
20181109152959.161,10.0.4.12,5001,10.0.2.6,32906,3,59.0-60.0,607110,4856880,0.332,33,446,7.399,0,163.670,1.592,168.034,17.749
20181109153000.167,10.0.4.12,5001,10.0.2.6,32906,3,60.0-61.0,608580,4868640,0.283,32,446,7.175,0,163.722,1.592,168.034,17.608
20181109153001.162,10.0.4.12,5001,10.0.2.6,32906,3,61.0-62.0,607110,4856880,0.341,33,446,7.399,0,163.773,1.592,168.034,17.470
20181109153002.158,10.0.4.12,5001,10.0.2.6,32906,3,62.0-63.0,607110,4856880,0.290,32,445,7.191,0,163.823,1.592,168.034,17.336
20181109153003.164,10.0.4.12,5001,10.0.2.6,32906,3,63.0-64.0,608580,4868640,0.349,33,447,7.383,0,163.870,1.592,168.034,17.204
20181109153004.159,10.0.4.12,5001,10.0.2.6,32906,3,64.0-65.0,607110,4856880,0.297,32,445,7.191,0,163.916,1.592,168.089,17.075
20181109153005.165,10.0.4.12,5001,10.0.2.6,32906,3,65.0-66.0,607110,4856880,0.362,33,446,7.399,0,163.961,1.592,168.089,16.950
20181109153006.161,10.0.4.12,5001,10.0.2.6,32906,3,66.0-67.0,608580,4868640,0.299,32,446,7.175,0,164.005,1.592,168.089,16.826
20181109153007.167,10.0.4.12,5001,10.0.2.6,32906,3,67.0-68.0,607110,4856880,0.375,33,446,7.399,0,164.047,1.592,168.089,16.706
20181109153008.162,10.0.4.12,5001,10.0.2.6,32906,3,68.0-69.0,607110,4856880,0.318,32,445,7.191,0,164.088,1.592,168.089,16.588
20181109153009.168,10.0.4.12,5001,10.0.2.6,32906,3,69.0-70.0,608580,4868640,0.388,33,447,7.383,0,164.128,1.592,168.089,16.473
20181109153010.164,10.0.4.12,5001,10.0.2.6,32906,3,70.0-71.0,607110,4856880,0.325,32,445,7.191,0,164.166,1.592,168.089,16.360
20181109153011.159,10.0.4.12,5001,10.0.2.6,32906,3,71.0-72.0,607110,4856880,0.277,32,445,7.191,0,164.204,1.592,168.089,16.249
20181109153012.165,10.0.4.12,5001,10.0.2.6,32906,3,72.0-73.0,608580,4868640,0.336,33,447,7.383,0,164.241,1.592,168.089,16.140
20181109153013.161,10.0.4.12,5001,10.0.2.6,32906,3,73.0-74.0,607110,4856880,0.284,32,445,7.191,0,164.276,1.592,168.089,16.034
20181109153014.167,10.0.4.12,5001,10.0.2.6,32906,3,74.0-75.0,608580,4868640,0.337,33,447,7.383,0,164.311,1.592,168.089,15.929
20181109153015.162,10.0.4.12,5001,10.0.2.6,32906,3,75.0-76.0,607110,4856880,0.289,32,445,7.191,0,164.345,1.592,168.089,15.827
20181109153016.158,10.0.4.12,5001,10.0.2.6,32906,3,76.0-77.0,607110,4856880,0.356,33,446,7.399,0,164.378,1.592,168.089,15.727
20181109153017.164,10.0.4.12,5001,10.0.2.6,32906,3,77.0-78.0,608580,4868640,0.293,32,446,7.175,0,164.410,1.592,168.089,15.628
20181109153018.159,10.0.4.12,5001,10.0.2.6,32906,3,78.0-79.0,607110,4856880,0.362,33,446,7.399,0,164.441,1.592,168.089,15.532
20181109153019.165,10.0.4.12,5001,10.0.2.6,32906,3,79.0-80.0,607110,4856880,0.294,32,445,7.191,0,164.471,1.592,168.089,15.437
20181109153020.160,10.0.4.12,5001,10.0.2.6,32906,3,80.0-81.0,608580,4868640,0.367,33,447,7.383,0,164.501,1.592,168.089,15.344
20181109153021.166,10.0.4.12,5001,10.0.2.6,32906,3,81.0-82.0,607110,4856880,0.308,32,445,7.191,0,164.530,1.592,168.089,15.252
20181109153022.162,10.0.4.12,5001,10.0.2.6,32906,3,82.0-83.0,607110,4856880,0.388,33,446,7.399,0,164.559,1.592,168.089,15.163
20181109153023.167,10.0.4.12,5001,10.0.2.6,32906,3,83.0-84.0,608580,4868640,0.320,32,446,7.175,0,164.586,1.592,168.089,15.074
20181109153024.163,10.0.4.12,5001,10.0.2.6,32906,3,84.0-85.0,607110,4856880,0.274,32,445,7.191,0,164.613,1.592,168.089,14.988
20181109153025.169,10.0.4.12,5001,10.0.2.6,32906,3,85.0-86.0,608580,4868640,0.323,33,447,7.383,0,164.640,1.592,168.089,14.902
20181109153026.164,10.0.4.12,5001,10.0.2.6,32906,3,86.0-87.0,607110,4856880,0.278,32,445,7.191,0,164.665,1.592,168.089,14.819
20181109153027.160,10.0.4.12,5001,10.0.2.6,32906,3,87.0-88.0,607110,4856880,0.340,33,446,7.399,0,164.690,1.592,168.089,14.736
20181109153028.166,10.0.4.12,5001,10.0.2.6,32906,3,88.0-89.0,608580,4868640,0.280,32,446,7.175,0,164.715,1.592,168.089,14.655
20181109153029.161,10.0.4.12,5001,10.0.2.6,32906,3,89.0-90.0,607110,4856880,0.347,33,446,7.399,0,164.739,1.592,168.089,14.575
20181109153030.508,10.0.4.12,5001,10.0.2.6,32906,3,90.0-91.0,301350,2410800,5.585,16,221,7.240,0,165.493,1.592,488.455,18.690
20181109153031.524,10.0.4.12,5001,10.0.2.6,32906,3,91.0-92.0,0,0,5.585,0,0,-nan,0,165.493,1.592,488.455,18.690
20181109153032.550,10.0.4.12,5001,10.0.2.6,32906,3,92.0-93.0,0,0,5.585,0,0,-nan,0,165.493,1.592,488.455,18.690
20181109153033.576,10.0.4.12,5001,10.0.2.6,32906,3,93.0-94.0,0,0,5.585,0,0,-nan,0,165.493,1.592,488.455,18.690
20181109153034.602,10.0.4.12,5001,10.0.2.6,32906,3,94.0-95.0,0,0,5.585,0,0,-nan,0,165.493,1.592,488.455,18.690
20181109153035.628,10.0.4.12,5001,10.0.2.6,32906,3,95.0-96.0,0,0,5.585,0,0,-nan,0,165.493,1.592,488.455,18.690
20181109153036.643,10.0.4.12,5001,10.0.2.6,32906,3,96.0-97.0,0,0,5.585,0,0,-nan,0,165.493,1.592,488.455,18.690
20181109153037.166,10.0.4.12,5001,10.0.2.6,32906,3,97.0-98.0,0,0,5.585,0,0,-nan,0,165.493,1.592,488.455,18.690
20181109153038.182,10.0.4.12,5001,10.0.2.6,32906,3,98.0-99.0,0,0,5.585,0,0,-nan,0,165.493,1.592,488.455,18.690
20181109153039.208,10.0.4.12,5001,10.0.2.6,32906,3,99.0-100.0,0,0,5.585,0,0,-nan,0,165.493,1.592,488.455,18.690
20181109153040.234,10.0.4.12,5001,10.0.2.6,32906,3,100.0-101.0,0,0,5.585,0,0,-nan,0,165.493,1.592,488.455,18.690
20181109153041.260,10.0.4.12,5001,10.0.2.6,32906,3,101.0-102.0,0,0,5.585,0,0,-nan,0,165.493,1.592,488.455,18.690
20181109153042.275,10.0.4.12,5001,10.0.2.6,32906,3,102.0-103.0,0,0,5.585,0,0,-nan,0,165.493,1.592,488.455,18.690
20181109153043.301,10.0.4.12,5001,10.0.2.6,32906,3,103.0-104.0,0,0,5.585,0,0,-nan,0,165.493,1.592,488.455,18.690
20181109153044.327,10.0.4.12,5001,10.0.2.6,32906,3,104.0-105.0,0,0,5.585,0,0,-nan,0,165.493,1.592,488.455,18.690
20181109153045.353,10.0.4.12,5001,10.0.2.6,32906,3,105.0-106.0,0,0,5.585,0,0,-nan,0,165.493,1.592,488.455,18.690
20181109153046.379,10.0.4.12,5001,10.0.2.6,32906,3,106.0-107.0,0,0,5.585,0,0,-nan,0,165.493,1.592,488.455,18.690
20181109153047.395,10.0.4.12,5001,10.0.2.6,32906,3,107.0-108.0,0,0,5.585,0,0,-nan,0,165.493,1.592,488.455,18.690
20181109153048.421,10.0.4.12,5001,10.0.2.6,32906,3,108.0-109.0,0,0,5.585,0,0,-nan,0,165.493,1.592,488.455,18.690
20181109153049.446,10.0.4.12,5001,10.0.2.6,32906,3,109.0-110.0,0,0,5.585,0,0,-nan,0,165.493,1.592,488.455,18.690
20181109153050.472,10.0.4.12,5001,10.0.2.6,32906,3,110.0-111.0,0,0,5.585,0,0,-nan,0,165.493,1.592,488.455,18.690
20181109153051.498,10.0.4.12,5001,10.0.2.6,32906,3,111.0-112.0,0,0,5.585,0,0,-nan,0,165.493,1.592,488.455,18.690
20181109153052.524,10.0.4.12,5001,10.0.2.6,32906,3,112.0-113.0,0,0,5.585,0,0,-nan,0,165.493,1.592,488.455,18.690
20181109153053.540,10.0.4.12,5001,10.0.2.6,32906,3,113.0-114.0,0,0,5.585,0,0,-nan,0,165.493,1.592,488.455,18.690
20181109153054.566,10.0.4.12,5001,10.0.2.6,32906,3,114.0-115.0,0,0,5.585,0,0,-nan,0,165.493,1.592,488.455,18.690
20181109153055.592,10.0.4.12,5001,10.0.2.6,32906,3,115.0-116.0,0,0,5.585,0,0,-nan,0,165.493,1.592,488.455,18.690
20181109153056.618,10.0.4.12,5001,10.0.2.6,32906,3,116.0-117.0,0,0,5.585,0,0,-nan,0,165.493,1.592,488.455,18.690
20181109153057.644,10.0.4.12,5001,10.0.2.6,32906,3,117.0-118.0,0,0,5.585,0,0,-nan,0,165.493,1.592,488.455,18.690
20181109153058.659,10.0.4.12,5001,10.0.2.6,32906,3,118.0-119.0,0,0,5.585,0,0,-nan,0,165.493,1.592,488.455,18.690
20181109153059.172,10.0.4.12,5001,10.0.2.6,32906,3,119.0-120.0,0,0,5.585,0,0,-nan,0,165.493,1.592,488.455,18.690
20181109153100.198,10.0.4.12,5001,10.0.2.6,32906,3,120.0-121.0,0,0,5.585,0,0,-nan,0,165.493,1.592,488.455,18.690
20181109153101.224,10.0.4.12,5001,10.0.2.6,32906,3,121.0-122.0,0,0,5.585,0,0,-nan,0,165.493,1.592,488.455,18.690
20181109153102.250,10.0.4.12,5001,10.0.2.6,32906,3,122.0-123.0,0,0,5.585,0,0,-nan,0,165.493,1.592,488.455,18.690
20181109153103.275,10.0.4.12,5001,10.0.2.6,32906,3,123.0-124.0,0,0,5.585,0,0,-nan,0,165.493,1.592,488.455,18.690
20181109153104.291,10.0.4.12,5001,10.0.2.6,32906,3,124.0-125.0,0,0,5.585,0,0,-nan,0,165.493,1.592,488.455,18.690
20181109153105.317,10.0.4.12,5001,10.0.2.6,32906,3,125.0-126.0,0,0,5.585,0,0,-nan,0,165.493,1.592,488.455,18.690
20181109153106.343,10.0.4.12,5001,10.0.2.6,32906,3,126.0-127.0,0,0,5.585,0,0,-nan,0,165.493,1.592,488.455,18.690
20181109153107.368,10.0.4.12,5001,10.0.2.6,32906,3,127.0-128.0,0,0,5.585,0,0,-nan,0,165.493,1.592,488.455,18.690
20181109153108.394,10.0.4.12,5001,10.0.2.6,32906,3,128.0-129.0,0,0,5.585,0,0,-nan,0,165.493,1.592,488.455,18.690
20181109153109.420,10.0.4.12,5001,10.0.2.6,32906,3,129.0-130.0,0,0,5.585,0,0,-nan,0,165.493,1.592,488.455,18.690
20181109153110.436,10.0.4.12,5001,10.0.2.6,32906,3,130.0-131.0,0,0,5.585,0,0,-nan,0,165.493,1.592,488.455,18.690
20181109153111.462,10.0.4.12,5001,10.0.2.6,32906,3,131.0-132.0,0,0,5.585,0,0,-nan,0,165.493,1.592,488.455,18.690
20181109153112.488,10.0.4.12,5001,10.0.2.6,32906,3,132.0-133.0,0,0,5.585,0,0,-nan,0,165.493,1.592,488.455,18.690
20181109153113.514,10.0.4.12,5001,10.0.2.6,32906,3,133.0-134.0,0,0,5.585,0,0,-nan,0,165.493,1.592,488.455,18.690
20181109153114.540,10.0.4.12,5001,10.0.2.6,32906,3,134.0-135.0,0,0,5.585,0,0,-nan,0,165.493,1.592,488.455,18.690
20181109153115.555,10.0.4.12,5001,10.0.2.6,32906,3,135.0-136.0,0,0,5.585,0,0,-nan,0,165.493,1.592,488.455,18.690
20181109153116.591,10.0.4.12,5001,10.0.2.6,32906,3,136.0-137.0,0,0,5.585,0,0,-nan,0,165.493,1.592,488.455,18.690
20181109153117.607,10.0.4.12,5001,10.0.2.6,32906,3,137.0-138.0,0,0,5.585,0,0,-nan,0,165.493,1.592,488.455,18.690
20181109153118.633,10.0.4.12,5001,10.0.2.6,32906,3,138.0-139.0,0,0,5.585,0,0,-nan,0,165.493,1.592,488.455,18.690
20181109153119.659,10.0.4.12,5001,10.0.2.6,32906,3,139.0-140.0,0,0,5.585,0,0,-nan,0,165.493,1.592,488.455,18.690
20181109153120.172,10.0.4.12,5001,10.0.2.6,32906,3,140.0-141.0,0,0,5.585,0,0,-nan,0,165.493,1.592,488.455,18.690
20181109153121.187,10.0.4.12,5001,10.0.2.6,32906,3,141.0-142.0,0,0,5.585,0,0,-nan,0,165.493,1.592,488.455,18.690
20181109153122.213,10.0.4.12,5001,10.0.2.6,32906,3,142.0-143.0,0,0,5.585,0,0,-nan,0,165.493,1.592,488.455,18.690
20181109153123.239,10.0.4.12,5001,10.0.2.6,32906,3,143.0-144.0,0,0,5.585,0,0,-nan,0,165.493,1.592,488.455,18.690
20181109153124.265,10.0.4.12,5001,10.0.2.6,32906,3,144.0-145.0,0,0,5.585,0,0,-nan,0,165.493,1.592,488.455,18.690
20181109153125.291,10.0.4.12,5001,10.0.2.6,32906,3,145.0-146.0,0,0,5.585,0,0,-nan,0,165.493,1.592,488.455,18.690
20181109153126.307,10.0.4.12,5001,10.0.2.6,32906,3,146.0-147.0,0,0,5.585,0,0,-nan,0,165.493,1.592,488.455,18.690
20181109153127.332,10.0.4.12,5001,10.0.2.6,32906,3,147.0-148.0,0,0,5.585,0,0,-nan,0,165.493,1.592,488.455,18.690
20181109153128.368,10.0.4.12,5001,10.0.2.6,32906,3,148.0-149.0,0,0,5.585,0,0,-nan,0,165.493,1.592,488.455,18.690
20181109153129.384,10.0.4.12,5001,10.0.2.6,32906,3,149.0-150.0,0,0,5.585,0,0,-nan,0,165.493,1.592,488.455,18.690
20181109153130.410,10.0.4.12,5001,10.0.2.6,32906,3,150.0-151.0,0,0,5.585,0,0,-nan,0,165.493,1.592,488.455,18.690
20181109153131.436,10.0.4.12,5001,10.0.2.6,32906,3,151.0-152.0,0,0,5.585,0,0,-nan,0,165.493,1.592,488.455,18.690
20181109153132.452,10.0.4.12,5001,10.0.2.6,32906,3,152.0-153.0,0,0,5.585,0,0,-nan,0,165.493,1.592,488.455,18.690
20181109153133.477,10.0.4.12,5001,10.0.2.6,32906,3,153.0-154.0,0,0,5.585,0,0,-nan,0,165.493,1.592,488.455,18.690
20181109153134.503,10.0.4.12,5001,10.0.2.6,32906,3,154.0-155.0,0,0,5.585,0,0,-nan,0,165.493,1.592,488.455,18.690
20181109153135.529,10.0.4.12,5001,10.0.2.6,32906,3,155.0-156.0,0,0,5.585,0,0,-nan,0,165.493,1.592,488.455,18.690
20181109153136.555,10.0.4.12,5001,10.0.2.6,32906,3,156.0-157.0,0,0,5.585,0,0,-nan,0,165.493,1.592,488.455,18.690
20181109153137.571,10.0.4.12,5001,10.0.2.6,32906,3,157.0-158.0,0,0,5.585,0,0,-nan,0,165.493,1.592,488.455,18.690
20181109153138.597,10.0.4.12,5001,10.0.2.6,32906,3,158.0-159.0,0,0,5.585,0,0,-nan,0,165.493,1.592,488.455,18.690
20181109153139.623,10.0.4.12,5001,10.0.2.6,32906,3,159.0-160.0,0,0,5.585,0,0,-nan,0,165.493,1.592,488.455,18.690
20181109153140.648,10.0.4.12,5001,10.0.2.6,32906,3,160.0-161.0,0,0,5.585,0,0,-nan,0,165.493,1.592,488.455,18.690
20181109153141.674,10.0.4.12,5001,10.0.2.6,32906,3,161.0-162.0,0,0,5.585,0,0,-nan,0,165.493,1.592,488.455,18.690
20181109153142.187,10.0.4.12,5001,10.0.2.6,32906,3,162.0-163.0,0,0,5.585,0,0,-nan,0,165.493,1.592,488.455,18.690
20181109153143.203,10.0.4.12,5001,10.0.2.6,32906,3,163.0-164.0,0,0,5.585,0,0,-nan,0,165.493,1.592,488.455,18.690
20181109153144.238,10.0.4.12,5001,10.0.2.6,32906,3,164.0-165.0,0,0,5.585,0,0,-nan,0,165.493,1.592,488.455,18.690
20181109153145.254,10.0.4.12,5001,10.0.2.6,32906,3,165.0-166.0,0,0,5.585,0,0,-nan,0,165.493,1.592,488.455,18.690
20181109153146.280,10.0.4.12,5001,10.0.2.6,32906,3,166.0-167.0,0,0,5.585,0,0,-nan,0,165.493,1.592,488.455,18.690
20181109153147.306,10.0.4.12,5001,10.0.2.6,32906,3,167.0-168.0,0,0,5.585,0,0,-nan,0,165.493,1.592,488.455,18.690
20181109153148.332,10.0.4.12,5001,10.0.2.6,32906,3,168.0-169.0,0,0,5.585,0,0,-nan,0,165.493,1.592,488.455,18.690
20181109153149.348,10.0.4.12,5001,10.0.2.6,32906,3,169.0-170.0,0,0,5.585,0,0,-nan,0,165.493,1.592,488.455,18.690
20181109153150.373,10.0.4.12,5001,10.0.2.6,32906,3,170.0-171.0,0,0,5.585,0,0,-nan,0,165.493,1.592,488.455,18.690
20181109153151.399,10.0.4.12,5001,10.0.2.6,32906,3,171.0-172.0,0,0,5.585,0,0,-nan,0,165.493,1.592,488.455,18.690
20181109153152.425,10.0.4.12,5001,10.0.2.6,32906,3,172.0-173.0,0,0,5.585,0,0,-nan,0,165.493,1.592,488.455,18.690
20181109153153.450,10.0.4.12,5001,10.0.2.6,32906,3,173.0-174.0,0,0,5.585,0,0,-nan,0,165.493,1.592,488.455,18.690
20181109153154.476,10.0.4.12,5001,10.0.2.6,32906,3,174.0-175.0,0,0,5.585,0,0,-nan,0,165.493,1.592,488.455,18.690
20181109153155.492,10.0.4.12,5001,10.0.2.6,32906,3,175.0-176.0,0,0,5.585,0,0,-nan,0,165.493,1.592,488.455,18.690
20181109153156.528,10.0.4.12,5001,10.0.2.6,32906,3,176.0-177.0,0,0,5.585,0,0,-nan,0,165.493,1.592,488.455,18.690
20181109153157.544,10.0.4.12,5001,10.0.2.6,32906,3,177.0-178.0,0,0,5.585,0,0,-nan,0,165.493,1.592,488.455,18.690
20181109153158.569,10.0.4.12,5001,10.0.2.6,32906,3,178.0-179.0,0,0,5.585,0,0,-nan,0,165.493,1.592,488.455,18.690
20181109153159.555,10.0.4.12,5001,10.0.2.6,32906,3,179.0-180.0,1470,11760,5603.670,0,1,0.000,0,167.896,1.592,90063.402,465.202
20181109153200.169,10.0.4.12,5001,10.0.2.6,32906,3,180.0-181.0,364560,2916480,3.327,39995,40243,99.384,0,319.420,1.592,90072.345,3702.649
20181109153201.164,10.0.4.12,5001,10.0.2.6,32906,3,181.0-182.0,617400,4939200,1.877,33,453,7.285,0,320.273,1.592,90072.345,3682.177
20181109153202.160,10.0.4.12,5001,10.0.2.6,32906,3,182.0-183.0,593880,4751040,3.142,31,435,7.126,0,321.076,1.592,90072.345,3662.803
20181109153203.186,10.0.4.12,5001,10.0.2.6,32906,3,183.0-184.0,620340,4962720,3.261,33,455,7.253,0,321.901,1.592,90072.345,3642.888
20181109153204.161,10.0.4.12,5001,10.0.2.6,32906,3,184.0-185.0,599760,4798080,2.423,32,440,7.273,0,322.682,1.592,90072.345,3623.939
