     0	0
     1	0.000
     2	0.000
     3	0.000
     4	0.000
     5	0.000
     6	6.576
     7	7.175
     8	7.589
     9	6.982
    10	7.830
    11	6.966
    12	7.159
    13	7.207
    14	7.606
    15	6.757
    16	7.795
    17	7.416
    18	6.757
    19	7.795
    20	6.998
    21	7.175
    22	7.589
    23	6.982
    24	7.207
    25	7.383
    26	7.366
    27	7.623
    28	6.998
    29	7.159
    30	7.795
    31	6.787
    32	7.383
    33	7.589
    34	6.787
    35	7.383
    36	7.383
    37	7.191
    38	6.998
    39	8.036
    40	6.546
    41	7.589
    42	7.606
    43	6.787
    44	7.366
    45	7.795
    46	6.787
    47	7.383
    48	7.383
    49	6.998
    50	7.191
    51	7.830
    52	6.951
    53	7.191
    54	7.623
    55	6.966
    56	7.383
    57	7.606
    58	6.787
    59	7.572
    60	7.175
    61	6.998
    62	7.589
    63	7.606
    64	6.757
    65	7.623
    66	7.159
    67	6.982
    68	7.623
    69	7.175
    70	7.175
    71	7.191
    72	7.623
    73	6.742
    74	7.589
    75	7.623
    76	6.772
    77	7.795
    78	6.966
    79	7.207
    80	7.572
    81	7.191
    82	6.998
    83	7.383
    84	7.366
    85	7.416
    86	7.207
    87	7.366
    88	6.757
    89	7.830
    90	7.399
    91	30.056
    92	57.363
    93	56.944
    94	57.456
    95	56.682
    96	57.616
    97	56.393
    98	58.129
    99	57.330
   100	57.077
   101	57.456
   102	56.522
   103	58.000
   104	57.237
   105	57.143
   106	57.395
   107	56.881
   108	58.093
   109	56.136
   110	58.296
   111	57.330
   112	56.651
   113	57.965
   114	57.363
   115	57.077
   116	57.330
   117	56.813
   118	57.616
   119	56.393
   120	58.000
   121	57.237
   122	57.176
   123	57.456
   124	56.522
   125	58.000
   126	57.237
   127	57.275
   128	57.269
   129	56.881
   130	57.743
   131	56.492
   132	58.166
   133	57.582
   134	56.221
   135	57.965
   136	57.456
   137	57.077
   138	57.237
   139	56.552
   140	57.965
   141	56.264
   142	58.166
   143	57.330
   144	57.011
   145	57.522
   146	56.492
   147	58.222
   148	57.143
   149	57.011
   150	57.871
   151	56.236
   152	58.389
   153	57.143
   154	56.751
   155	57.965
   156	55.936
   157	58.389
   158	57.424
   159	56.944
   160	57.489
   161	56.422
   162	57.965
   163	57.237
   164	57.176
   165	57.363
   166	56.651
   167	57.871
   168	56.136
   169	58.482
   170	57.237
   171	57.044
   172	57.582
   173	56.651
   174	58.000
   175	56.136
   176	58.613
   177	57.143
   178	56.651
   179	57.965
   180	57.363
   181	33.397
   182	7.191
   183	7.191
   184	7.606
   185	6.966
   186	7.191
   187	7.830
   188	6.742
   189	7.383
   190	7.830
   191	6.561
   192	7.795
   193	7.175
   194	6.998
   195	7.175
   196	7.589
   197	7.191
   198	7.191
   199	7.589
   200	6.772
   201	7.623
   202	7.366
   203	6.982
   204	7.830
   205	6.966
   206	7.366
   207	7.623
   208	7.207
   209	6.951
   210	7.399
   211	7.399
   212	6.787
   213	7.572
   214	7.606
   215	6.787
   216	7.589
   217	7.159
   218	7.207
   219	7.830
   220	6.951
   221	7.175
   222	7.207
   223	7.606
   224	6.951
   225	7.399
   226	7.416
   227	6.742
   228	7.812
   229	6.998
   230	7.175
   231	7.778
   232	6.998
   233	7.207
   234	7.366
   235	7.383
   236	7.207
   237	7.399
   238	7.159
   239	6.982
   240	7.623
   241	7.572
   242	6.561
   243	8.036
   244	6.966
   245	7.159
   246	7.830
   247	6.576
   248	7.778
   249	6.966
   250	7.416
   251	6.982
   252	7.778
   253	6.982
   254	7.207
   255	8.463
   256	6.772
   257	7.606
   258	7.399
   259	6.951
   260	7.623
   261	7.207
   262	7.159
   263	7.589
   264	7.207
   265	6.982
   266	7.366
   267	7.399
   268	6.787
   269	7.572
   270	7.606
