20181109152545.547,10.0.2.4,56920,10.0.4.10,5001,3,0.0-1.0,545200,4361600,208775,0,0,56
20181109152546.512,10.0.2.4,56920,10.0.4.10,5001,3,1.0-2.0,325048,2600384,222509,0,0,69
20181109152547.387,10.0.2.4,56920,10.0.4.10,5001,3,2.0-3.0,393216,3145728,240454,0,0,83
20181109152548.312,10.0.2.4,56920,10.0.4.10,5001,3,3.0-4.0,393216,3145728,250211,0,0,98
20181109152549.348,10.0.2.4,56920,10.0.4.10,5001,3,4.0-5.0,451608,3612864,281938,0,0,120
20181109152550.373,10.0.2.4,56920,10.0.4.10,5001,3,5.0-6.0,521280,4170240,327295,0,0,148
20181109152551.399,10.0.2.4,56920,10.0.4.10,5001,3,6.0-7.0,716760,5734080,346077,0,0,210
20181109152552.415,10.0.2.4,56920,10.0.4.10,5001,3,7.0-8.0,977400,7819200,383620,0,0,296
20181109152553.451,10.0.2.4,56920,10.0.4.10,5001,3,8.0-9.0,1303200,10425600,425190,28,0,247
20181109152554.476,10.0.2.4,56920,10.0.4.10,5001,3,9.0-10.0,847080,6776640,289282,11,0,181
20181109152555.492,10.0.2.4,56920,10.0.4.10,5001,3,10.0-11.0,716760,5734080,294256,0,0,199
20181109152556.517,10.0.2.4,56920,10.0.4.10,5001,3,11.0-12.0,586440,4691520,293407,0,0,210
20181109152557.543,10.0.2.4,56920,10.0.4.10,5001,3,12.0-13.0,651600,5212800,295884,0,0,214
20181109152558.569,10.0.2.4,56920,10.0.4.10,5001,3,13.0-14.0,716760,5734080,338841,0,0,214
20181109152559.595,10.0.2.4,56920,10.0.4.10,5001,3,14.0-15.0,716760,5734080,363415,0,0,214
20181109152600.611,10.0.2.4,56920,10.0.4.10,5001,3,15.0-16.0,651600,5212800,342609,0,0,220
20181109152601.637,10.0.2.4,56920,10.0.4.10,5001,3,16.0-17.0,651600,5212800,345061,0,0,231
20181109152602.672,10.0.2.4,56920,10.0.4.10,5001,3,17.0-18.0,716760,5734080,352971,0,0,253
20181109152603.688,10.0.2.4,56920,10.0.4.10,5001,3,18.0-19.0,716760,5734080,390312,0,0,288
20181109152604.714,10.0.2.4,56920,10.0.4.10,5001,3,19.0-20.0,716760,5734080,449985,0,0,339
20181109152605.740,10.0.2.4,56920,10.0.4.10,5001,3,20.0-21.0,456120,3648960,329579,20,0,234
20181109152606.755,10.0.2.4,56920,10.0.4.10,5001,3,21.0-22.0,1042560,8340480,329112,0,0,183
20181109152607.791,10.0.2.4,56920,10.0.4.10,5001,3,22.0-23.0,586440,4691520,337199,0,0,199
20181109152608.807,10.0.2.4,56920,10.0.4.10,5001,3,23.0-24.0,586440,4691520,343588,0,0,207
20181109152609.320,10.0.2.4,56920,10.0.4.10,5001,3,24.0-25.0,325800,2606400,348190,0,0,209
20181109152610.346,10.0.2.4,56920,10.0.4.10,5001,3,25.0-26.0,651600,5212800,346405,0,0,209
20181109152611.372,10.0.2.4,56920,10.0.4.10,5001,3,26.0-27.0,586440,4691520,344761,0,0,209
20181109152612.387,10.0.2.4,56920,10.0.4.10,5001,3,27.0-28.0,651600,5212800,345358,0,0,214
20181109152613.423,10.0.2.4,56920,10.0.4.10,5001,3,28.0-29.0,651600,5212800,343750,0,0,226
20181109152614.439,10.0.2.4,56920,10.0.4.10,5001,3,29.0-30.0,651600,5212800,349140,0,0,247
20181109152615.464,10.0.2.4,56920,10.0.4.10,5001,3,30.0-31.0,716760,5734080,382995,0,0,284
20181109152616.490,10.0.2.4,56920,10.0.4.10,5001,3,31.0-32.0,716760,5734080,417375,0,0,335
20181109152617.516,10.0.2.4,56920,10.0.4.10,5001,3,32.0-33.0,456120,3648960,334098,21,0,241
20181109152618.532,10.0.2.4,56920,10.0.4.10,5001,3,33.0-34.0,1042560,8340480,378414,0,0,279
20181109152619.557,10.0.2.4,56920,10.0.4.10,5001,3,34.0-35.0,716760,5734080,426032,0,0,309
20181109152620.583,10.0.2.4,56920,10.0.4.10,5001,3,35.0-36.0,716760,5734080,448722,0,0,326
20181109152621.609,10.0.2.4,56920,10.0.4.10,5001,3,36.0-37.0,651600,5212800,382951,14,0,230
20181109152622.635,10.0.2.4,56920,10.0.4.10,5001,3,37.0-38.0,847080,6776640,361821,0,0,248
20181109152623.651,10.0.2.4,56920,10.0.4.10,5001,3,38.0-39.0,716760,5734080,375895,0,0,267
20181109152624.676,10.0.2.4,56920,10.0.4.10,5001,3,39.0-40.0,716760,5734080,392744,0,0,277
20181109152625.702,10.0.2.4,56920,10.0.4.10,5001,3,40.0-41.0,716760,5734080,398837,0,0,279
20181109152626.728,10.0.2.4,56920,10.0.4.10,5001,3,41.0-42.0,716760,5734080,401171,0,0,279
20181109152627.754,10.0.2.4,56920,10.0.4.10,5001,3,42.0-43.0,781920,6255360,401786,0,0,281
20181109152628.780,10.0.2.4,56920,10.0.4.10,5001,3,43.0-44.0,716760,5734080,406413,0,0,287
20181109152629.795,10.0.2.4,56920,10.0.4.10,5001,3,44.0-45.0,716760,5734080,419809,0,0,299
20181109152630.308,10.0.2.4,56920,10.0.4.10,5001,3,45.0-46.0,390960,3127680,429696,0,0,311
20181109152631.334,10.0.2.4,56920,10.0.4.10,5001,3,46.0-47.0,716760,5734080,423966,10,0,261
20181109152632.359,10.0.2.4,56920,10.0.4.10,5001,3,47.0-48.0,716760,5734080,380539,9,0,250
20181109152633.385,10.0.2.4,56920,10.0.4.10,5001,3,48.0-49.0,716760,5734080,387722,0,0,287
20181109152634.411,10.0.2.4,56920,10.0.4.10,5001,3,49.0-50.0,716760,5734080,430691,0,0,312
20181109152635.427,10.0.2.4,56920,10.0.4.10,5001,3,50.0-51.0,781920,6255360,429723,0,0,326
20181109152636.452,10.0.2.4,56920,10.0.4.10,5001,3,51.0-52.0,456120,3648960,339738,12,0,231
20181109152637.478,10.0.2.4,56920,10.0.4.10,5001,3,52.0-53.0,977400,7819200,356675,0,0,254
20181109152638.504,10.0.2.4,56920,10.0.4.10,5001,3,53.0-54.0,716760,5734080,377315,0,0,268
20181109152639.530,10.0.2.4,56920,10.0.4.10,5001,3,54.0-55.0,716760,5734080,390828,0,0,275
20181109152640.555,10.0.2.4,56920,10.0.4.10,5001,3,55.0-56.0,781920,6255360,397154,0,0,277
20181109152641.571,10.0.2.4,56920,10.0.4.10,5001,3,56.0-57.0,716760,5734080,395749,0,0,277
20181109152642.597,10.0.2.4,56920,10.0.4.10,5001,3,57.0-58.0,716760,5734080,396132,0,0,279
20181109152643.623,10.0.2.4,56920,10.0.4.10,5001,3,58.0-59.0,716760,5734080,408270,0,0,288
20181109152644.648,10.0.2.4,56920,10.0.4.10,5001,3,59.0-60.0,781920,6255360,423630,0,0,305
20181109152645.674,10.0.2.4,56920,10.0.4.10,5001,3,60.0-61.0,716760,5734080,416693,7,0,295
20181109152646.700,10.0.2.4,56920,10.0.4.10,5001,3,61.0-62.0,456120,3648960,380377,9,0,241
20181109152647.716,10.0.2.4,56920,10.0.4.10,5001,3,62.0-63.0,977400,7819200,378701,0,0,279
20181109152648.742,10.0.2.4,56920,10.0.4.10,5001,3,63.0-64.0,716760,5734080,424071,0,0,306
20181109152649.767,10.0.2.4,56920,10.0.4.10,5001,3,64.0-65.0,781920,6255360,443106,2,0,285
20181109152650.793,10.0.2.4,56920,10.0.4.10,5001,3,65.0-66.0,456120,3648960,351596,7,0,231
20181109152651.306,10.0.2.4,56920,10.0.4.10,5001,3,66.0-67.0,586440,4691520,364859,0,0,243
20181109152652.332,10.0.2.4,56920,10.0.4.10,5001,3,67.0-68.0,716760,5734080,363820,0,0,260
20181109152653.348,10.0.2.4,56920,10.0.4.10,5001,3,68.0-69.0,716760,5734080,380720,0,0,270
20181109152654.373,10.0.2.4,56920,10.0.4.10,5001,3,69.0-70.0,716760,5734080,387552,0,0,271
20181109152655.399,10.0.2.4,56920,10.0.4.10,5001,3,70.0-71.0,781920,6255360,387096,0,0,271
20181109152656.425,10.0.2.4,56920,10.0.4.10,5001,3,71.0-72.0,716760,5734080,386198,0,0,272
20181109152657.451,10.0.2.4,56920,10.0.4.10,5001,3,72.0-73.0,716760,5734080,399347,0,0,279
20181109152658.476,10.0.2.4,56920,10.0.4.10,5001,3,73.0-74.0,716760,5734080,409678,0,0,294
20181109152659.502,10.0.2.4,56920,10.0.4.10,5001,3,74.0-75.0,781920,6255360,405333,2,0,223
20181109152700.518,10.0.2.4,56920,10.0.4.10,5001,3,75.0-76.0,716760,5734080,357428,0,0,246
20181109152701.544,10.0.2.4,56920,10.0.4.10,5001,3,76.0-77.0,651600,5212800,377681,0,0,277
20181109152702.569,10.0.2.4,56920,10.0.4.10,5001,3,77.0-78.0,781920,6255360,411801,0,0,296
20181109152703.595,10.0.2.4,56920,10.0.4.10,5001,3,78.0-79.0,716760,5734080,435905,0,0,306
20181109152704.611,10.0.2.4,56920,10.0.4.10,5001,3,79.0-80.0,716760,5734080,435322,0,0,309
20181109152705.647,10.0.2.4,56920,10.0.4.10,5001,3,80.0-81.0,716760,5734080,440771,0,0,309
20181109152706.662,10.0.2.4,56920,10.0.4.10,5001,3,81.0-82.0,716760,5734080,444795,0,0,311
20181109152707.688,10.0.2.4,56920,10.0.4.10,5001,3,82.0-83.0,781920,6255360,447186,0,0,316
20181109152708.714,10.0.2.4,56920,10.0.4.10,5001,3,83.0-84.0,716760,5734080,455919,0,0,329
20181109152709.739,10.0.2.4,56920,10.0.4.10,5001,3,84.0-85.0,716760,5734080,462959,6,0,238
20181109152710.755,10.0.2.4,56920,10.0.4.10,5001,3,85.0-86.0,781920,6255360,330924,1,1,172
20181109152711.781,10.0.2.4,56920,10.0.4.10,5001,3,86.0-87.0,586440,4691520,357149,0,0,189
20181109152712.806,10.0.2.4,56920,10.0.4.10,5001,3,87.0-88.0,521280,4170240,346318,0,0,199
20181109152713.319,10.0.2.4,56920,10.0.4.10,5001,3,88.0-89.0,325800,2606400,355883,0,0,202
20181109152714.345,10.0.2.4,56920,10.0.4.10,5001,3,89.0-90.0,586440,4691520,355362,0,0,202
20181109152714.345,10.0.2.4,56920,10.0.4.10,5001,3,0.0-90.0,61664528,5478906,355362,159,1,202
