     0	0
     1	107846
     2	162474
     3	215464
     4	254916
     5	306212
     6	347303
     7	395057
     8	272190
     9	276879
    10	316321
    11	329789
    12	337598
    13	333595
    14	341983
    15	348134
    16	367896
    17	276494
    18	257556
    19	208077
    20	219016
    21	227050
    22	227284
    23	227297
    24	229745
    25	244925
    26	275136
    27	330033
    28	378829
    29	262657
    30	291555
    31	319939
    32	343836
    33	355448
    34	355637
    35	363754
    36	324414
    37	341949
    38	373234
    39	375557
    40	260463
    41	289327
    42	317158
    43	295911
    44	320513
    45	258414
    46	295054
    47	304949
    48	336519
    49	370946
    50	408144
    51	269948
    52	286653
    53	269700
    54	286774
    55	291790
    56	304396
    57	305058
    58	308030
    59	293038
    60	324595
    61	374083
    62	379099
    63	264848
    64	302946
    65	308356
    66	323581
    67	325807
    68	330042
    69	350414
    70	352449
    71	386101
    72	389045
    73	266175
    74	304726
    75	325230
    76	347689
    77	350905
    78	351049
    79	355259
    80	364362
    81	270718
    82	330291
    83	347487
    84	339855
    85	280888
    86	311108
    87	230575
    88	247930
    89	257840
    90	258888
    91	313365
    92	324762
    93	323908
    94	359461
    95	410876
    96	308518
    97	350211
    98	390959
    99	397292
   100	397860
   101	340483
   102	354389
   103	378588
   104	291504
   105	317781
   106	346060
   107	353323
   108	352968
   109	349661
   110	296846
   111	337696
   112	375443
   113	398449
   114	301528
   115	355211
   116	395907
   117	317850
   118	321597
   119	345646
   120	353898
   121	356075
   122	361483
   123	366045
   124	378526
   125	372258
   126	335363
   127	265987
   128	306864
   129	309781
   130	314234
   131	306426
   132	324737
   133	334292
   134	358456
   135	398005
   136	311042
   137	322111
   138	349137
   139	349325
   140	352386
   141	368893
   142	375459
   143	385879
   144	401459
   145	363637
   146	277140
   147	322054
   148	334279
   149	345879
   150	345440
   151	350100
   152	358955
   153	391316
   154	272000
   155	309660
   156	349905
   157	360507
   158	373259
   159	375107
   160	374030
   161	392333
   162	367702
   163	293812
   164	343476
   165	393901
   166	369979
   167	277132
   168	314554
   169	302878
   170	302062
   171	307812
   172	323356
   173	353424
   174	394610
   175	300781
   176	311435
   177	341665
   178	372724
   179	377675
   180	379111
   181	387635
   182	405218
   183	275921
   184	293582
   185	283349
   186	281063
   187	291255
   188	309069
   189	316384
   190	300109
   191	321063
   192	339584
   193	383773
   194	329234
   195	274626
   196	335974
   197	344997
   198	355757
   199	360384
   200	363307
   201	371133
   202	385503
   203	409054
   204	236201
   205	233647
   206	251512
   207	254368
   208	256281
   209	254509
   210	256538
   211	275613
   212	304485
   213	351846
   214	408802
   215	244013
   216	243761
   217	257763
   218	261377
   219	261018
   220	269015
   221	275289
   222	299468
   223	324256
   224	386390
   225	282212
   226	290915
   227	313401
   228	346692
   229	355364
   230	356874
   231	360656
   232	368307
   233	382370
   234	395543
   235	360657
   236	262488
   237	308363
   238	326063
   239	325981
   240	329012
   241	330780
   242	340452
   243	359517
   244	383024
   245	370921
   246	321363
   247	373077
   248	412470
   249	284322
   250	322194
   251	344651
   252	306868
   253	274935
   254	297964
   255	302622
   256	301933
   257	299245
   258	306401
   259	315527
   260	341743
   261	375023
   262	386826
   263	271737
   264	322396
   265	337692
   266	352698
   267	355508
   268	290139
   269	318297
   270	360840
