1,792.026520
1,1327.991486
1,802.516937
1,843.763351
1,694.274902
1,706.911087
1,844.478607
1,838.994980
1,827.789307
1,1019.477844
1,2038.478851
1,1146.078110
1,970.840454
1,709.772110
1,880.956650
1,850.200653
1,1225.709915
1,1192.331314
1,772.953033
1,1049.757004
1,775.098801
1,827.074051
1,1722.335815
1,2058.506012
1,888.109207
1,1139.640808
1,664.949417
1,1101.016998
1,848.531723
1,1004.695892
1,2397.298813
1,648.975372
1,929.594040
1,1241.922379
1,2097.368240
1,1106.023788
1,1566.648483
1,1099.348068
1,1109.123230
1,2213.239670
1,2937.316895
1,1219.511032
1,1108.646393
1,1685.619354
1,1353.740692
1,1091.480255
1,884.056091
1,1087.188721
1,1138.687134
1,1039.028168
1,980.615616
1,882.625580
1,1176.834106
1,1027.107239
1,875.949860
1,1188.516617
1,1080.274582
1,1036.882401
1,985.383987
1,1557.826996
1,1804.828644
1,869.274139
1,989.675522
1,1172.780991
1,1012.563705
1,1151.561737
1,836.849213
1,845.909119
1,916.481018
1,1108.884811
1,1292.943954
1,938.177109
1,1109.600067
1,1070.499420
1,1134.634018
1,1147.747040
1,1055.240631
1,1134.872437
1,1070.499420
1,1194.238663
1,2196.311951
1,939.607620
1,1028.776169
1,785.827637
1,1232.862473
1,1099.109650
1,1203.536987
1,1111.507416
1,880.956650
1,1385.688782
1,903.129578
1,1070.976257
1,995.635986
1,1231.670380
1,1361.131668
1,1295.566559
1,1178.264618
1,1180.648804
1,906.229019
1,1256.227493
1,1684.188843
1,1258.134842
1,1110.076904
1,964.164734
1,917.434692
1,1207.113266
1,916.719437
1,898.838043
1,981.569290
1,1104.593277
1,1307.249069
1,1668.930054
1,921.487808
1,1259.565353
1,1687.049866
1,1264.572144
1,1254.796982
1,830.888748
1,695.943832
1,2081.632614
1,1725.435257
1,1509.189606
1,1155.376434
1,1021.623611
1,1108.884811
1,846.385956
1,1270.532608
1,1257.181168
1,1237.392426
1,941.991806
1,1162.767410
1,1555.442810
1,1279.830933
1,1015.663147
1,1181.364059
1,825.643539
1,1370.906830
1,1748.085022
1,940.084457
1,2139.329910
1,1060.724258
1,1219.749451
1,1215.219498
1,1133.203506
1,867.605209
1,1102.447510
1,1178.503036
1,1276.969910
1,976.800919
1,1008.033752
1,1102.685928
1,1057.624817
1,1215.934753
1,1023.054123
1,1021.862030
1,1042.842865
1,1086.950302
1,1404.523849
1,838.756561
1,2018.213272
1,988.483429
1,1547.813416
1,1052.141190
1,1259.088516
1,986.814499
1,1345.396042
1,1228.094101
1,949.859619
1,1142.978668
1,1132.011414
1,834.465027
1,896.215439
1,1232.385635
1,1235.723495
1,1204.013824
1,1465.320587
1,1988.172531
1,885.725021
1,1184.463501
1,811.100006
1,961.303711
1,1050.710678
1,1094.818115
1,899.076462
1,792.741776
1,1024.007797
1,796.556473
1,1353.263855
1,1265.048981
1,828.027725
1,1004.695892
1,985.383987
1,1175.880432
1,996.351242
1,877.141953
1,1305.580139
1,922.441483
1,2914.190292
1,1254.081726
1,1962.661743
2,1200.199127
2,1222.372055
2,721.216202
2,1398.801804
2,1030.206680
2,1130.819321
2,799.894333
2,972.270966
2,812.053680
2,1383.781433
2,854.730606
2,975.370407
2,950.336456
2,637.531281
2,853.300095
2,900.268555
2,1579.761505
2,1071.453094
2,632.286072
2,991.821289
2,668.048859
2,1578.330994
2,964.164734
2,1013.040543
2,720.262527
2,1014.471054
2,665.664673
2,945.568085
2,988.483429
2,937.938690
2,733.137131
2,1008.749008
2,653.982162
2,781.536102
2,690.937042
2,968.456268
2,625.848770
2,861.406326
2,1097.202301
2,1007.080078
2,628.232956
2,1525.640488
2,1393.556595
2,728.607178
2,800.132751
2,811.338425
2,726.222992
2,898.361206
2,1128.196716
2,1165.628433
2,850.439072
2,912.427902
2,749.588013
2,864.267349
2,1548.051834
2,943.183899
2,591.516495
2,670.909882
2,782.966614
2,1077.651978
2,1009.225845
2,939.130783
2,652.313232
2,761.985779
2,951.528549
2,1897.573471
2,925.540924
2,923.871994
2,1047.134399
2,861.167908
2,982.284546
2,886.678696
2,1087.427139
2,1107.931137
2,913.619995
2,952.243805
2,801.324844
2,783.443451
2,777.006149
2,917.673111
2,755.548477
2,902.891159
